400	0.003135 	0.000126 	0.000441 	0.001094 	0.000990 
401	0.003288 	0.000203 	0.000712 	0.001179 	0.001066 
402	0.003438 	0.000241 	0.000845 	0.001267 	0.001146 
403	0.003577 	0.000216 	0.000703 	0.001356 	0.001124 
404	0.003707 	0.000190 	0.000569 	0.001447 	0.001090 
405	0.003951 	0.000223 	0.000669 	0.001542 	0.001162 
406	0.004206 	0.000294 	0.000883 	0.001641 	0.001237 
407	0.004333 	0.000312 	0.000935 	0.001597 	0.001313 
408	0.004458 	0.000236 	0.000708 	0.001540 	0.001393 
409	0.004717 	0.000167 	0.000400 	0.001630 	0.001327 
410	0.004971 	0.000107 	0.000214 	0.001717 	0.001243 
411	0.005066 	0.000072 	0.000144 	0.001807 	0.001307 
412	0.005147 	0.000062 	0.000124 	0.001897 	0.001373 
413	0.005383 	0.000063 	0.000127 	0.001984 	0.001436 
414	0.005629 	0.000075 	0.000149 	0.002074 	0.001501 
415	0.005873 	0.000098 	0.000181 	0.001948 	0.001566 
416	0.006113 	0.000141 	0.000235 	0.001802 	0.001630 
417	0.006140 	0.000212 	0.000354 	0.001872 	0.001694 
418	0.006143 	0.000325 	0.000541 	0.001940 	0.001755 
419	0.006360 	0.000488 	0.000813 	0.002009 	0.001817 
420	0.006568 	0.000698 	0.001163 	0.002075 	0.001877 
421	0.006774 	0.000941 	0.001568 	0.002140 	0.001935 
422	0.006975 	0.001189 	0.001981 	0.002203 	0.001993 
423	0.006911 	0.001410 	0.002350 	0.002264 	0.002048 
424	0.006831 	0.001581 	0.002636 	0.002324 	0.002102 
425	0.007004 	0.001698 	0.002830 	0.002085 	0.002155 
426	0.007175 	0.001771 	0.002953 	0.001830 	0.002207 
427	0.007046 	0.001824 	0.002737 	0.001869 	0.002255 
428	0.006912 	0.001880 	0.002507 	0.001910 	0.002304 
429	0.007052 	0.001939 	0.002586 	0.001949 	0.002351 
430	0.007174 	0.001996 	0.002662 	0.001983 	0.002391 
431	0.007305 	0.002050 	0.002734 	0.002019 	0.002435 
432	0.007432 	0.002095 	0.002794 	0.002054 	0.002477 
433	0.007555 	0.002130 	0.002486 	0.002088 	0.002203 
434	0.007661 	0.002160 	0.002160 	0.002117 	0.001915 
435	0.007766 	0.002191 	0.002192 	0.002146 	0.001941 
436	0.007871 	0.002224 	0.002224 	0.002176 	0.001968 
437	0.007976 	0.002627 	0.002252 	0.001837 	0.001994 
438	0.008075 	0.003031 	0.002274 	0.001488 	0.002019 
439	0.008165 	0.003809 	0.002286 	0.001504 	0.002041 
440	0.008247 	0.004594 	0.002297 	0.001519 	0.002062 
441	0.009030 	0.005787 	0.002315 	0.001536 	0.002084 
442	0.009829 	0.007020 	0.002340 	0.001552 	0.002106 
443	0.011338 	0.010281 	0.002373 	0.001567 	0.002480 
444	0.012875 	0.013648 	0.002409 	0.001582 	0.002861 
445	0.019464 	0.025619 	0.002847 	0.001992 	0.002884 
446	0.026170 	0.037863 	0.003293 	0.002411 	0.002908 
447	0.042488 	0.079755 	0.003324 	0.003239 	0.002930 
448	0.059071 	0.122279 	0.003351 	0.004081 	0.002953 
449	0.077812 	0.188147 	0.003797 	0.004116 	0.003351 
450	0.096749 	0.254768 	0.004247 	0.004146 	0.003750 
451	0.107421 	0.306466 	0.004702 	0.004167 	0.003769 
452	0.118392 	0.359179 	0.005169 	0.004195 	0.003794 
453	0.123315 	0.383397 	0.005205 	0.004221 	0.003818 
454	0.128237 	0.407209 	0.005233 	0.004245 	0.003839 
455	0.131253 	0.419179 	0.005257 	0.004694 	0.003860 
456	0.134333 	0.431180 	0.005281 	0.005151 	0.003882 
457	0.136921 	0.441098 	0.005299 	0.005606 	0.004291 
458	0.139564 	0.451428 	0.005322 	0.006068 	0.004704 
459	0.142625 	0.463254 	0.005356 	0.006098 	0.004728 
460	0.145730 	0.474924 	0.005387 	0.006129 	0.004752 
461	0.148195 	0.485350 	0.005419 	0.006149 	0.004767 
462	0.150933 	0.495783 	0.005449 	0.006180 	0.004791 
463	0.153115 	0.504852 	0.005930 	0.005761 	0.005211 
464	0.155337 	0.513566 	0.006409 	0.005339 	0.005634 
465	0.157564 	0.523905 	0.006429 	0.005360 	0.005656 
466	0.159907 	0.534471 	0.006451 	0.005384 	0.005682 
467	0.162202 	0.546505 	0.006942 	0.005407 	0.006113 
468	0.164401 	0.558517 	0.007436 	0.005425 	0.006543 
469	0.166332 	0.572200 	0.007942 	0.005902 	0.006571 
470	0.168130 	0.585329 	0.008444 	0.006378 	0.006593 
471	0.169422 	0.594860 	0.008466 	0.006852 	0.006198 
472	0.170713 	0.604388 	0.008487 	0.007329 	0.005801 
473	0.171164 	0.609272 	0.008503 	0.007808 	0.005401 
474	0.171764 	0.613895 	0.008514 	0.008296 	0.005003 
475	0.172484 	0.616022 	0.008518 	0.007387 	0.005429 
476	0.173479 	0.618741 	0.008529 	0.006485 	0.005866 
477	0.175207 	0.623731 	0.008533 	0.006038 	0.005882 
478	0.176863 	0.628560 	0.008534 	0.005586 	0.005895 
479	0.179932 	0.639355 	0.009006 	0.005136 	0.005491 
480	0.182836 	0.650061 	0.009478 	0.004679 	0.005079 
481	0.185433 	0.663417 	0.009946 	0.004691 	0.004667 
482	0.188080 	0.676661 	0.010412 	0.004704 	0.004255 
483	0.190789 	0.688406 	0.010891 	0.004719 	0.003841 
484	0.193346 	0.699615 	0.011362 	0.004729 	0.003422 
485	0.196599 	0.709158 	0.011363 	0.005209 	0.003426 
486	0.199882 	0.719612 	0.011379 	0.005690 	0.003431 
487	0.202786 	0.726947 	0.010448 	0.006175 	0.003867 
488	0.205812 	0.735532 	0.009529 	0.006664 	0.004306 
489	0.209361 	0.746632 	0.009095 	0.007636 	0.004748 
490	0.212559 	0.756799 	0.008645 	0.008597 	0.005184 
491	0.215763 	0.768796 	0.007713 	0.008604 	0.006053 
492	0.218927 	0.781223 	0.006777 	0.008610 	0.006922 
493	0.221504 	0.794536 	0.006809 	0.008147 	0.006935 
494	0.224008 	0.807581 	0.006837 	0.007679 	0.006946 
495	0.225611 	0.817717 	0.006374 	0.006728 	0.006520 
496	0.227174 	0.827191 	0.005902 	0.005773 	0.006093 
497	0.228693 	0.831312 	0.005911 	0.005297 	0.006098 
498	0.230303 	0.835727 	0.005921 	0.004822 	0.006106 
499	0.231063 	0.836434 	0.005930 	0.004829 	0.006552 
