400	0.004563 	0.000186 	0.000656 	0.001436 	0.001438 
401	0.004716 	0.000296 	0.001043 	0.001524 	0.001526 
402	0.004862 	0.000346 	0.001221 	0.001614 	0.001617 
403	0.005007 	0.000307 	0.001006 	0.001710 	0.001570 
404	0.005131 	0.000266 	0.000804 	0.001804 	0.001506 
405	0.005411 	0.000310 	0.000936 	0.001903 	0.001588 
406	0.005674 	0.000403 	0.001217 	0.001995 	0.001665 
407	0.005763 	0.000421 	0.001271 	0.001914 	0.001742 
408	0.005835 	0.000313 	0.000947 	0.001816 	0.001819 
409	0.006088 	0.000218 	0.000528 	0.001895 	0.001708 
410	0.006333 	0.000138 	0.000279 	0.001971 	0.001579 
411	0.006338 	0.000092 	0.000185 	0.002037 	0.001632 
412	0.006329 	0.000077 	0.000156 	0.002102 	0.001684 
413	0.006539 	0.000078 	0.000158 	0.002171 	0.001740 
414	0.006739 	0.000091 	0.000183 	0.002238 	0.001793 
415	0.006929 	0.000118 	0.000218 	0.002071 	0.001843 
416	0.007099 	0.000166 	0.000279 	0.001886 	0.001888 
417	0.007028 	0.000247 	0.000414 	0.001931 	0.001934 
418	0.006937 	0.000372 	0.000625 	0.001974 	0.001977 
419	0.007086 	0.000551 	0.000925 	0.002017 	0.002020 
420	0.007246 	0.000781 	0.001311 	0.002062 	0.002065 
421	0.007387 	0.001041 	0.001747 	0.002102 	0.002105 
422	0.007528 	0.001301 	0.002185 	0.002143 	0.002146 
423	0.007386 	0.001528 	0.002566 	0.002180 	0.002183 
424	0.007241 	0.001700 	0.002855 	0.002219 	0.002222 
425	0.007380 	0.001815 	0.003047 	0.001979 	0.002265 
426	0.007507 	0.001880 	0.003156 	0.001726 	0.002304 
427	0.007341 	0.001928 	0.002913 	0.001755 	0.002343 
428	0.007169 	0.001978 	0.002656 	0.001785 	0.002384 
429	0.007279 	0.002031 	0.002727 	0.001813 	0.002420 
430	0.007402 	0.002090 	0.002806 	0.001843 	0.002461 
431	0.007519 	0.002141 	0.002875 	0.001873 	0.002500 
432	0.007633 	0.002183 	0.002932 	0.001901 	0.002538 
433	0.007748 	0.002217 	0.002605 	0.001930 	0.002254 
434	0.007847 	0.002245 	0.002261 	0.001954 	0.001957 
435	0.007963 	0.002280 	0.002296 	0.001983 	0.001986 
436	0.008068 	0.002312 	0.002329 	0.002009 	0.002012 
437	0.008167 	0.002729 	0.002356 	0.001695 	0.002037 
438	0.008267 	0.003148 	0.002378 	0.001373 	0.002062 
439	0.008368 	0.003961 	0.002394 	0.001389 	0.002087 
440	0.008461 	0.004782 	0.002408 	0.001405 	0.002110 
441	0.009263 	0.006023 	0.002427 	0.001420 	0.002132 
442	0.010086 	0.007308 	0.002454 	0.001435 	0.002156 
443	0.011641 	0.010709 	0.002489 	0.001450 	0.002540 
444	0.013236 	0.014234 	0.002530 	0.001465 	0.002934 
445	0.020046 	0.026768 	0.002996 	0.001849 	0.002962 
446	0.026959 	0.039572 	0.003466 	0.002238 	0.002988 
447	0.043825 	0.083458 	0.003503 	0.003011 	0.003015 
448	0.060884 	0.127863 	0.003529 	0.003791 	0.003037 
449	0.080137 	0.196583 	0.003996 	0.003820 	0.003442 
450	0.099739 	0.266454 	0.004473 	0.003851 	0.003856 
451	0.110869 	0.320897 	0.004959 	0.003875 	0.003881 
452	0.122200 	0.376114 	0.005451 	0.003902 	0.003907 
453	0.127216 	0.401265 	0.005487 	0.003923 	0.003929 
454	0.132391 	0.426505 	0.005520 	0.003949 	0.003954 
455	0.135554 	0.439201 	0.005547 	0.004369 	0.003977 
456	0.138735 	0.451775 	0.005572 	0.004793 	0.004000 
457	0.141443 	0.462281 	0.005593 	0.005218 	0.004422 
458	0.144288 	0.473483 	0.005622 	0.005652 	0.004852 
459	0.147488 	0.486003 	0.005659 	0.005682 	0.004877 
460	0.150584 	0.497868 	0.005688 	0.005707 	0.004898 
461	0.153155 	0.508879 	0.005722 	0.005726 	0.004915 
462	0.155989 	0.519829 	0.005754 	0.005755 	0.004940 
463	0.158246 	0.529344 	0.006261 	0.005365 	0.005372 
464	0.160570 	0.538573 	0.006769 	0.004973 	0.005809 
465	0.162823 	0.549253 	0.006788 	0.004991 	0.005831 
466	0.165140 	0.559976 	0.006807 	0.005010 	0.005854 
467	0.167332 	0.571975 	0.007317 	0.005026 	0.006291 
468	0.169533 	0.584312 	0.007834 	0.005041 	0.006731 
469	0.171255 	0.597690 	0.008355 	0.005476 	0.006749 
470	0.172941 	0.610816 	0.008874 	0.005911 	0.006765 
471	0.174291 	0.620840 	0.008898 	0.006352 	0.006361 
472	0.175546 	0.630521 	0.008917 	0.006791 	0.005951 
473	0.175870 	0.635114 	0.008926 	0.007229 	0.005536 
474	0.176319 	0.639324 	0.008930 	0.007674 	0.005123 
475	0.177038 	0.641468 	0.008933 	0.006832 	0.005559 
476	0.177746 	0.643167 	0.008929 	0.005988 	0.005996 
477	0.179311 	0.647609 	0.008922 	0.005569 	0.006005 
478	0.180977 	0.652518 	0.008922 	0.005151 	0.006018 
479	0.184096 	0.663646 	0.009415 	0.004735 	0.005604 
480	0.187078 	0.674800 	0.009908 	0.004314 	0.005184 
481	0.189446 	0.687615 	0.010382 	0.004318 	0.004757 
482	0.191884 	0.700369 	0.010853 	0.004325 	0.004331 
483	0.194346 	0.711423 	0.011335 	0.004331 	0.003903 
484	0.196922 	0.722901 	0.011824 	0.004340 	0.003477 
485	0.200413 	0.733413 	0.011836 	0.004784 	0.003484 
486	0.203821 	0.744448 	0.011855 	0.005228 	0.003490 
487	0.206675 	0.751645 	0.010879 	0.005670 	0.003931 
488	0.209446 	0.759385 	0.009908 	0.006111 	0.004371 
489	0.212737 	0.769691 	0.009443 	0.006991 	0.004813 
490	0.215870 	0.779746 	0.008970 	0.007867 	0.005252 
491	0.218950 	0.791478 	0.007997 	0.007868 	0.006128 
492	0.222216 	0.804475 	0.007029 	0.007875 	0.007009 
493	0.224652 	0.817531 	0.007055 	0.007445 	0.007017 
494	0.226996 	0.830235 	0.007078 	0.007012 	0.007021 
495	0.228352 	0.839671 	0.006592 	0.006136 	0.006584 
496	0.229698 	0.848524 	0.006098 	0.005260 	0.006145 
497	0.230888 	0.851477 	0.006097 	0.004819 	0.006142 
498	0.232206 	0.854867 	0.006100 	0.004381 	0.006142 
499	0.232837 	0.855093 	0.006105 	0.004385 	0.006586 
500	0.233326 	0.854552 	0.006105 	0.004385 	0.007027 
501	0.234375 	0.854403 	0.006608 	0.004389 	0.007471 
502	0.235070 	0.853729 	0.007107 	0.004385 	0.007904 
503	0.236321 	0.859482 	0.007612 	0.004822 	0.008780 
504	0.237735 	0.866163 	0.008125 	0.005263 	0.009662 
505	0.240185 	0.880078 	0.008631 	0.005697 	0.009654 
506	0.242722 	0.895462 	0.009152 	0.006132 	0.009650 
507	0.246017 	0.913088 	0.010688 	0.007002 	0.009203 
508	0.249443 	0.930248 	0.012222 	0.007874 	0.008762 
509	0.253267 	0.944338 	0.014775 	0.008308 	0.008319 
510	0.256788 	0.956270 	0.017291 	0.008730 	0.007868 
511	0.261164 	0.967608 	0.022831 	0.008716 	0.007855 
512	0.265698 	0.979011 	0.028348 	0.008706 	0.007847 
